Name,Age,Department,Education,EmployeeNumber,Gender,JobInvolvement,JobSatisfaction,MonthlyIncome,PerformanceRating,YearsAtCompany,Zipcode,Email
Kenneth Harris MD,27,Sales,3,1965,Male,3,4,4105,3,7,74751,ykeith@watkins-hoffman.org
Evan Khan,32,Research & Development,4,1966,Male,2,4,9679,4,1,32276,bobby66@bishop-hall.com
Laura Solis,31,Sales,4,1967,Male,3,4,5617,3,10,78587,bonniemartin@chavez.com
Robin Hanna,53,Sales,4,1968,Male,3,1,10448,3,2,69414,ucurtis@holmes.info
Cameron Clements,54,Research & Development,2,1969,Female,3,3,2897,3,4,91095,sharonfuller@richardson.com
Abigail Baker,33,Research & Development,2,1970,Male,3,3,5968,4,9,95626,herbertjones@cisneros.com
Scott Jones,43,Research & Development,3,1971,Male,3,3,7510,3,10,76367,rhodesbrittany@benson-white.org
Arthur Brock,38,Human Resources,4,1972,Male,3,2,2991,3,6,7939,crystal57@arnold-wells.net
Alexander Dorsey,55,Human Resources,4,1973,Male,4,2,19636,3,10,68234,brandontucker@burgess.org
Lori Clark,31,Research & Development,1,1974,Female,1,4,1129,3,1,96585,kcook@flores.biz
Jeremiah Bailey,39,Sales,4,1975,Male,3,1,13341,3,20,17706,murraymicheal@meza-estes.com
Gail Strickland,42,Research & Development,2,1976,Male,2,3,4332,3,20,34031,lindathomas@allen.org
Robert Sosa,31,Research & Development,3,1979,Female,3,3,11031,4,11,70132,kaitlinlopez@werner-mcpherson.biz
Diane Marsh,54,Research & Development,3,1980,Female,3,1,4440,3,5,10165,mstuart@rivera.com
Elijah Donovan,24,Research & Development,2,1981,Male,2,3,4617,3,4,26652,hwatts@fields.com
Brianna Mcbride,23,Research & Development,2,1982,Male,3,4,2647,3,5,19338,douglas51@davis.info
Sandra Reed,40,Research & Development,3,1985,Female,3,3,6323,3,10,87156,austinmichael@reed.com
Wesley Garcia,40,Sales,2,1986,Female,3,2,5677,3,11,24695,jose14@mcbride.net
Christopher Barrett,25,Human Resources,3,1987,Female,3,2,2187,3,2,90269,espinozakathryn@olson.com
Randy Watson,30,Research & Development,2,1989,Male,3,2,3748,3,12,62008,amy37@hughes-diaz.net
Curtis Smith,25,Research & Development,1,1992,Male,3,3,3977,3,2,42277,butlermichael@white-smith.com
Steven Baker,47,Research & Development,3,1993,Male,3,3,8633,4,17,2476,laura36@flores-cline.com
Diane Henderson,33,Research & Development,2,1994,Male,2,3,2008,3,1,90589,fparrish@lewis.com
Brandon Lowe,38,Sales,4,1995,Male,3,2,4440,3,15,71503,tdonovan@smith-moore.org
Timothy Nelson,31,Sales,2,1996,Male,3,3,3067,3,2,88338,larry27@fitzgerald.net
Ivan Robinson,38,Research & Development,4,1997,Male,2,3,5321,3,8,55326,brownjames@logan-trujillo.com
Taylor Ho,42,Research & Development,4,1998,Male,3,1,5410,3,4,4721,paulaevans@sanchez-stephens.com
Michelle Simmons,41,Research & Development,3,1999,Male,3,4,2782,4,5,88142,kellyjoseph@white-martin.com
Ruben Anderson,47,Research & Development,1,2000,Female,3,2,11957,3,13,92170,alexisanderson@nelson.com
Tracey Nguyen,35,Research & Development,4,2003,Male,3,3,2660,3,2,60861,fordzachary@perez-cook.biz
Dr. Brooke Roy,22,Research & Development,2,2007,Male,3,3,3375,3,3,1861,xpope@mcneil.com
Judith Cooley,35,Research & Development,4,2008,Male,3,3,5098,3,10,70395,angela61@thomas-johnson.net
Matthew Ross,33,Research & Development,2,2009,Female,3,4,4878,3,9,76369,nicholashughes@reyes-duncan.org
Paul Wilkinson,32,Research & Development,4,2010,Female,2,2,2837,3,6,67929,zsmith@spencer-mullins.com
Margaret Reed,40,Research & Development,4,2012,Male,3,4,2406,3,1,18478,silvalori@middleton-jones.net
Heather Nichols,32,Sales,4,2013,Male,2,2,2269,3,2,83680,taylorkathryn@allen.org
Spencer Lee,39,Research & Development,1,2014,Male,3,4,4108,3,7,71037,mnelson@macias.com
Jose Lawson,38,Research & Development,3,2015,Female,1,3,13206,3,18,30259,garrettjackson@turner.biz
Andrew White,32,Sales,4,2016,Female,3,4,10422,3,14,6380,rebeccaharrison@webb.com
Sherri Thompson,37,Research & Development,3,2017,Female,4,4,13744,4,16,22995,shanecarpenter@pollard.com
Natasha Roberts,25,Sales,2,2018,Female,3,3,4907,4,5,43479,wmueller@walker.com
Corey Taylor,52,Sales,4,2019,Male,3,4,3482,3,9,49532,brookshaley@brooks-singleton.com
Stephen Jones,44,Research & Development,3,2020,Male,3,4,2436,3,4,39481,mary83@gonzales.com
Jennifer Jefferson,21,Sales,1,2021,Male,3,1,2380,3,2,35945,danielsmith@cherry-haynes.com
Courtney Ho,39,Research & Development,3,2022,Male,3,4,19431,3,6,41350,andrew54@delgado.com
Stephanie Harris,23,Sales,3,2023,Male,3,1,1790,3,1,34673,brownkyle@lamb.com
Debra Chang,36,Sales,3,2024,Female,2,4,7644,3,9,21829,joycewilson@wheeler-phillips.com
Beth Ward,36,Research & Development,2,2025,Female,3,2,5131,3,4,54957,mindy08@osborne.com
Brandon Johnson,56,Research & Development,4,2026,Male,3,3,6306,4,13,64656,sarahgarcia@graham.com
Brent Hicks,29,Research & Development,4,2027,Male,3,4,4787,3,2,40777,reesematthew@scott-adams.com
Roberta Buck,42,Research & Development,3,2031,Male,3,3,18880,3,22,32840,brookehale@coffey.biz
James Howard,56,Research & Development,2,2032,Male,3,3,2339,3,10,58954,avilaphilip@oneal.net
Jennifer Vargas,41,Research & Development,4,2034,Female,2,2,13570,4,20,52067,martinmanuel@adams-moore.org
Gloria Potter,34,Sales,3,2035,Female,2,3,6712,4,8,27093,sheltonamber@campbell.biz
Shelley Baker,36,Sales,4,2036,Male,1,4,5406,4,15,37150,angelicafigueroa@park-morgan.com
Anthony Thomas,41,Sales,3,2037,Male,2,2,8938,3,5,73031,garciawesley@oliver.com
Mitchell Fleming,32,Research & Development,3,2038,Male,3,1,2439,3,4,71146,katherine13@foster.info
Steven Gilbert,35,Human Resources,4,2040,Female,3,4,8837,3,9,23567,richardhamilton@king-booth.biz
Kenneth Reese,38,Sales,2,2041,Female,3,4,5343,3,10,47693,fernandezadam@galloway.com
Derek Stewart,50,Sales,4,2044,Male,3,3,6728,3,6,96218,jennifergraham@ramirez-black.com
Melissa Swanson,36,Sales,4,2045,Female,2,4,6652,3,6,87318,umurphy@miller.org
Ronald King,45,Sales,3,2046,Female,3,3,4850,3,5,35419,christopherowens@smith.com
Judy Patel,40,Research & Development,4,2048,Male,2,3,2809,3,2,35834,hriley@estes-rodriguez.com
Jerry Spears,35,Research & Development,4,2049,Male,3,3,5689,3,10,13290,jrobinson@cooley.biz
Linda Roberts,40,Research & Development,4,2051,Female,3,3,2001,3,5,98004,christine47@scott.com
Marc Delgado,35,Research & Development,4,2052,Female,1,4,2977,3,4,3196,dwheeler@alvarez.com
Crystal Nelson,29,Research & Development,2,2053,Male,2,2,4025,3,4,63383,perkinsjeremy@myers.com
Thomas Blair,29,Research & Development,4,2054,Female,2,1,3785,3,5,56072,freed@gallagher-cuevas.com
Richard Johnson,50,Sales,3,2055,Male,2,1,10854,3,3,83814,pamela81@bernard.com
Samantha Martin,39,Sales,1,2056,Female,2,4,12031,3,20,73333,adamsjocelyn@hernandez.com
Marissa Daniels,31,Research & Development,3,2057,Male,3,1,9936,3,9,73093,zcooley@ferguson.com
Ms. Carla Page,26,Sales,3,2060,Female,2,3,2966,3,4,79187,mwilliams@gibbs.com
Dan Roberts,36,Research & Development,2,2061,Male,4,4,2571,3,5,77570,charleslewis@hatfield.net
Michelle Scott,39,Research & Development,1,2062,Male,2,1,9991,3,7,71675,dmaldonado@armstrong.org
Kevin Harris,27,Research & Development,3,2064,Male,4,2,6142,4,6,20146,curtisestes@duncan.com
Stephen Ward,49,Sales,3,2065,Male,2,2,5390,3,9,66516,christopher83@manning.com
Shannon Hall,34,Research & Development,3,2068,Male,4,3,4404,3,4,79150,kaitlyn59@rodriguez.com
